year,county_name,yield_bu_acre
2009,SEWARD,205.1
2008,SEWARD,176.0
2007,SEWARD,174.0
2006,SEWARD,170.0
2005,SEWARD,188.0
2018,WASHINGTON,170.8
2016,WASHINGTON,196.8
2014,WASHINGTON,183.8
2013,WASHINGTON,211.6
2012,WASHINGTON,175.9
2011,WASHINGTON,191.0
2010,WASHINGTON,164.9
2009,WASHINGTON,203.2
2008,WASHINGTON,176.0
2007,WASHINGTON,174.0
2006,WASHINGTON,183.0
2005,WASHINGTON,175.0
2017,YORK,219.7
2016,YORK,202.1
2015,YORK,220.1
2014,YORK,203.3
2013,YORK,212.1
2012,YORK,210.1
2011,YORK,186.7
2010,YORK,192.6
2009,YORK,214.7
2008,YORK,188.0
2007,YORK,187.0
2006,YORK,185.0
2005,YORK,191.2
2018,OTHER (COMBINED) COUNTIES,216.8
2017,OTHER (COMBINED) COUNTIES,196.0
2016,OTHER (COMBINED) COUNTIES,200.0
2015,OTHER (COMBINED) COUNTIES,199.0
2014,OTHER (COMBINED) COUNTIES,205.7
2018,CHASE,224.7
2017,CHASE,220.5
2016,CHASE,194.8
2015,CHASE,202.0
2014,CHASE,208.0
2013,CHASE,196.1
2012,CHASE,197.8
2011,CHASE,122.1
2010,CHASE,196.1
2009,CHASE,159.9
2008,CHASE,193.0
2007,CHASE,186.0
2006,CHASE,202.0
2005,CHASE,191.0
2018,DUNDY,226.3
2017,DUNDY,202.6
2016,DUNDY,182.8
2015,DUNDY,187.6
2014,DUNDY,201.7
2013,DUNDY,177.8
2012,DUNDY,161.4
2011,DUNDY,144.5
2010,DUNDY,194.7
2009,DUNDY,158.9
2008,DUNDY,190.0
2007,DUNDY,187.0
2006,DUNDY,200.0
2005,DUNDY,187.0
2017,FRONTIER,186.7
2016,FRONTIER,201.3
2015,FRONTIER,195.1
2014,FRONTIER,206.6
2013,FRONTIER,179.7
2012,FRONTIER,173.7
2011,FRONTIER,177.5
2010,FRONTIER,192.6
2009,FRONTIER,198.1
2008,FRONTIER,172.0
2007,FRONTIER,177.0
2006,FRONTIER,180.0
2005,FRONTIER,166.0
2017,HAYES,220.6
2015,HAYES,200.2
2013,HAYES,174.5
2012,HAYES,181.2
2011,HAYES,151.2
2010,HAYES,194.8
2009,HAYES,187.1
2008,HAYES,199.0
2007,HAYES,171.0
2006,HAYES,197.0
2005,HAYES,186.0
2018,HITCHCOCK,209.5
2016,HITCHCOCK,188.7
2014,HITCHCOCK,205.1
2013,HITCHCOCK,155.6
2012,HITCHCOCK,148.7
2011,HITCHCOCK,161.9
2010,HITCHCOCK,191.9
2009,HITCHCOCK,203.1
2008,HITCHCOCK,185.0
2007,HITCHCOCK,196.0
2006,HITCHCOCK,187.0
2005,HITCHCOCK,190.0
2018,KEITH,218.3
2017,KEITH,217.0
2015,KEITH,191.5
2014,KEITH,215.4
2013,KEITH,192.6
2012,KEITH,174.6
2011,KEITH,169.5
2010,KEITH,180.5
2009,KEITH,187.0
2008,KEITH,188.0
2007,KEITH,186.0
2006,KEITH,183.0
2005,KEITH,180.0
2018,LINCOLN,202.4
2017,LINCOLN,196.1
2016,LINCOLN,187.6
2015,LINCOLN,205.7
2014,LINCOLN,201.5
2013,LINCOLN,182.9
2012,LINCOLN,198.3
2011,LINCOLN,175.2
2010,LINCOLN,187.5
2009,LINCOLN,188.6
2008,LINCOLN,181.0
2007,LINCOLN,171.0
2006,LINCOLN,180.0
2005,LINCOLN,177.0
2017,PERKINS,221.2
2016,PERKINS,211.7
2015,PERKINS,209.2
2014,PERKINS,209.9
2013,PERKINS,194.4
2012,PERKINS,185.2
2011,PERKINS,163.7
2010,PERKINS,179.7
2009,PERKINS,177.0
2008,PERKINS,193.0
2007,PERKINS,182.0
2006,PERKINS,200.0
2005,PERKINS,184.0
2016,RED WILLOW,197.6
2013,RED WILLOW,167.6
2012,RED WILLOW,180.0
2011,RED WILLOW,169.3
2010,RED WILLOW,203.5
2009,RED WILLOW,215.2
2008,RED WILLOW,187.0
2007,RED WILLOW,185.0
2006,RED WILLOW,187.0
2005,RED WILLOW,185.0
2018,OTHER (COMBINED) COUNTIES,229.5
2017,OTHER (COMBINED) COUNTIES,209.8
2015,OTHER (COMBINED) COUNTIES,217.7
2014,OTHER (COMBINED) COUNTIES,224.2
2018,ADAMS,224.7
2017,ADAMS,207.2
2016,ADAMS,195.3
2015,ADAMS,220.5
2014,ADAMS,192.9
2013,ADAMS,197.8
2012,ADAMS,206.5
2011,ADAMS,205.0
2010,ADAMS,194.4
2009,ADAMS,204.1
2008,ADAMS,190.0
2007,ADAMS,186.0
2006,ADAMS,182.0
2005,ADAMS,189.0
2018,FRANKLIN,232.5
2016,FRANKLIN,206.6
2015,FRANKLIN,220.7
2014,FRANKLIN,211.5
2013,FRANKLIN,185.2
2012,FRANKLIN,201.9
2011,FRANKLIN,189.8
2010,FRANKLIN,199.6
2009,FRANKLIN,211.2
2008,FRANKLIN,194.0
2007,FRANKLIN,186.0
2006,FRANKLIN,183.0
2005,FRANKLIN,186.0
2018,FURNAS,205.8
2017,FURNAS,209.4
2016,FURNAS,190.7
2014,FURNAS,188.3
2013,FURNAS,153.1
2012,FURNAS,177.1
2011,FURNAS,190.8
2010,FURNAS,197.2
2009,FURNAS,219.2
2008,FURNAS,187.0
2007,FURNAS,187.0
2006,FURNAS,167.0
2005,FURNAS,176.0
2016,GOSPER,205.7
2013,GOSPER,200.0
2012,GOSPER,197.9
2011,GOSPER,198.5
2010,GOSPER,203.5
2009,GOSPER,214.2
2008,GOSPER,186.0
2007,GOSPER,186.0
2006,GOSPER,193.0
2005,GOSPER,195.0
2016,HARLAN,204.6
2015,HARLAN,218.5
2014,HARLAN,207.4
2013,HARLAN,183.6
2012,HARLAN,208.0
2011,HARLAN,203.4
2010,HARLAN,202.8
2009,HARLAN,208.2
2008,HARLAN,194.0
2007,HARLAN,188.0
2006,HARLAN,184.0
2005,HARLAN,188.0
2017,KEARNEY,227.6
2016,KEARNEY,212.0
2015,KEARNEY,226.0
2014,KEARNEY,217.0
2013,KEARNEY,206.9
2012,KEARNEY,217.0
2011,KEARNEY,193.7
2010,KEARNEY,197.9
2009,KEARNEY,212.2
2008,KEARNEY,189.0
2007,KEARNEY,193.0
2006,KEARNEY,194.0
2005,KEARNEY,199.0
2017,PHELPS,227.2
2016,PHELPS,211.5
2015,PHELPS,231.7
2013,PHELPS,209.2
2012,PHELPS,216.3
2011,PHELPS,187.4
2010,PHELPS,207.3
2009,PHELPS,217.2
2008,PHELPS,204.0
2007,PHELPS,203.0
2006,PHELPS,192.0
2005,PHELPS,205.0
2018,WEBSTER,221.0
2016,WEBSTER,209.4
2015,WEBSTER,208.8
2014,WEBSTER,197.2
2013,WEBSTER,198.1
2012,WEBSTER,194.2
2011,WEBSTER,197.8
2010,WEBSTER,191.7
2009,WEBSTER,203.1
2008,WEBSTER,188.0
2007,WEBSTER,181.0
2006,WEBSTER,175.0
2005,WEBSTER,187.0
2018,OTHER (COMBINED) COUNTIES,214.9
2017,OTHER (COMBINED) COUNTIES,202.5
2016,OTHER (COMBINED) COUNTIES,197.2
2015,OTHER (COMBINED) COUNTIES,194.2
2014,OTHER (COMBINED) COUNTIES,198.5
2013,OTHER (COMBINED) COUNTIES,188.5
2010,OTHER (COMBINED) COUNTIES,195.2
2018,CLAY,217.3
2017,CLAY,201.5
2016,CLAY,184.8
2015,CLAY,213.9
2014,CLAY,214.4
2013,CLAY,165.0
2012,CLAY,186.1
2011,CLAY,195.7
2010,CLAY,186.6
2009,CLAY,201.8
2008,CLAY,199.0
2007,CLAY,176.0
2006,CLAY,181.0
2005,CLAY,194.0
2017,FILLMORE,215.6
2016,FILLMORE,208.2
2015,FILLMORE,212.6
2014,FILLMORE,208.5
2013,FILLMORE,210.5
2012,FILLMORE,209.9
2011,FILLMORE,198.7
2010,FILLMORE,197.6
2009,FILLMORE,211.2
2008,FILLMORE,191.0
2007,FILLMORE,190.0
2006,FILLMORE,187.0
2005,FILLMORE,188.0
2016,GAGE,178.4
2015,GAGE,184.6
2014,GAGE,204.4
2013,GAGE,200.6
2012,GAGE,184.5
2011,GAGE,179.4
2010,GAGE,170.4
2009,GAGE,181.0
2008,GAGE,172.0
2007,GAGE,167.0
2006,GAGE,187.0
2005,GAGE,181.0
2015,JEFFERSON,194.1
2014,JEFFERSON,216.6
2013,JEFFERSON,197.3
2012,JEFFERSON,194.9
2011,JEFFERSON,185.8
2010,JEFFERSON,185.8
2009,JEFFERSON,204.2
2008,JEFFERSON,182.0
2007,JEFFERSON,181.0
2006,JEFFERSON,182.0
2005,JEFFERSON,191.0
2015,JOHNSON,188.6
2014,JOHNSON,201.1
2013,JOHNSON,198.2
2012,JOHNSON,184.8
2011,JOHNSON,177.7
2010,JOHNSON,177.8
2009,JOHNSON,199.1
2008,JOHNSON,180.0
2007,JOHNSON,183.0
2006,JOHNSON,186.0
2005,JOHNSON,170.0
2017,NEMAHA,198.8
2016,NEMAHA,193.2
2014,NEMAHA,234.2
2013,NEMAHA,226.7
2012,NEMAHA,224.1
2011,NEMAHA,200.0
2010,NEMAHA,173.7
2009,NEMAHA,213.2
2008,NEMAHA,192.0
2007,NEMAHA,187.0
2006,NEMAHA,186.0
2005,NEMAHA,170.0
2017,NUCKOLLS,218.5
2016,NUCKOLLS,217.0
2015,NUCKOLLS,206.9
2014,NUCKOLLS,217.7
2013,NUCKOLLS,197.3
2012,NUCKOLLS,212.2
2011,NUCKOLLS,194.1
2010,NUCKOLLS,189.2
2009,NUCKOLLS,208.2
2008,NUCKOLLS,194.0
2007,NUCKOLLS,188.0
2006,NUCKOLLS,171.0
2005,NUCKOLLS,189.0
2018,OTOE,188.7
2016,OTOE,178.9
2012,OTOE,179.0
2011,OTOE,175.7
2010,OTOE,166.0
2009,OTOE,211.2
2008,OTOE,163.0
2007,OTOE,186.0
2006,OTOE,171.0
2005,OTOE,182.0
2015,PAWNEE,184.6
2014,PAWNEE,212.3
2012,PAWNEE,171.0
2011,PAWNEE,175.0
2009,PAWNEE,198.0
2008,PAWNEE,164.0
2007,PAWNEE,161.0
2006,PAWNEE,185.0
2005,PAWNEE,192.0
2016,RICHARDSON,198.8
2015,RICHARDSON,189.0
2013,RICHARDSON,204.2
2012,RICHARDSON,164.7
2011,RICHARDSON,186.8
2009,RICHARDSON,220.3
2008,RICHARDSON,156.0
2007,RICHARDSON,170.0
2006,RICHARDSON,185.0
2005,RICHARDSON,170.0
2018,SALINE,220.8
2017,SALINE,202.9
2016,SALINE,207.1
2013,SALINE,204.1
2012,SALINE,201.9
2011,SALINE,191.0
2010,SALINE,188.0
2009,SALINE,203.1
2008,SALINE,190.0
2007,SALINE,178.0
2006,SALINE,197.0
2005,SALINE,182.0
2018,THAYER,224.6
2015,THAYER,209.3
2014,THAYER,219.6
2013,THAYER,205.7
2012,THAYER,210.7
2011,THAYER,192.6
2010,THAYER,189.0
2009,THAYER,208.2
2008,THAYER,196.0
2007,THAYER,191.0
2006,THAYER,177.0
2005,THAYER,184.0
2018,OTHER (COMBINED) COUNTIES,80.1
2017,OTHER (COMBINED) COUNTIES,79.2
2016,OTHER (COMBINED) COUNTIES,70.5
2015,OTHER (COMBINED) COUNTIES,61.3
2014,OTHER (COMBINED) COUNTIES,65.4
2013,OTHER (COMBINED) COUNTIES,39.5
2012,OTHER (COMBINED) COUNTIES,26.5
2011,OTHER (COMBINED) COUNTIES,47.8
2010,OTHER (COMBINED) COUNTIES,47.5
2009,OTHER (COMBINED) COUNTIES,56.0
2008,OTHER (COMBINED) COUNTIES,63.0
2007,OTHER (COMBINED) COUNTIES,34.0
2006,OTHER (COMBINED) COUNTIES,25.0
2005,OTHER (COMBINED) COUNTIES,65.0
2014,BANNER,60.9
2012,BANNER,14.1
2010,BANNER,59.3
2008,BANNER,55.0
2007,BANNER,55.0
2006,BANNER,37.0
2005,BANNER,80.0
2017,BOX BUTTE,63.5
2015,BOX BUTTE,55.6
2014,BOX BUTTE,76.9
2013,BOX BUTTE,35.5
2012,BOX BUTTE,20.9
2011,BOX BUTTE,65.9
2010,BOX BUTTE,65.2
2009,BOX BUTTE,69.4
2008,BOX BUTTE,42.0
2007,BOX BUTTE,30.0
2006,BOX BUTTE,38.0
2005,BOX BUTTE,62.0
2011,CHEYENNE,63.4
2010,CHEYENNE,62.9
2008,CHEYENNE,54.0
2007,CHEYENNE,50.0
2006,CHEYENNE,36.0
2005,CHEYENNE,63.0
2014,DAWES,62.3
2013,DAWES,26.0
2007,DAWES,0.0
2005,DAWES,44.0
2012,DEUEL,13.6
2011,DEUEL,66.4
2010,DEUEL,77.8
2009,DEUEL,77.4
2007,DEUEL,62.0
2006,DEUEL,19.0
2005,DEUEL,55.0
2014,GARDEN,57.2
2013,GARDEN,31.9
2012,GARDEN,14.5
2011,GARDEN,85.2
2010,GARDEN,74.6
2009,GARDEN,84.5
2007,GARDEN,66.0
2006,GARDEN,41.0
2005,GARDEN,72.0
2017,KIMBALL,33.0
2016,KIMBALL,33.4
2015,KIMBALL,50.2
2013,KIMBALL,27.3
2012,KIMBALL,12.8
2011,KIMBALL,45.6
2007,KIMBALL,29.0
2006,KIMBALL,44.0
2005,KIMBALL,56.0
2012,MORRILL,24.6
2011,MORRILL,75.4
2010,MORRILL,75.0
2009,MORRILL,80.2
2005,MORRILL,60.0
2017,SCOTTS BLUFF,72.5
2015,SCOTTS BLUFF,67.1
2012,SCOTTS BLUFF,10.6
2011,SCOTTS BLUFF,41.8
2010,SCOTTS BLUFF,54.4
2006,SCOTTS BLUFF,40.0
2018,SHERIDAN,75.6
2017,SHERIDAN,67.4
2015,SHERIDAN,74.8
2014,SHERIDAN,76.9
2012,SHERIDAN,32.8
2011,SHERIDAN,62.8
2010,SHERIDAN,56.3
2009,SHERIDAN,63.4
2007,SHERIDAN,27.0
2006,SHERIDAN,37.0
2005,SHERIDAN,50.0
2018,OTHER (COMBINED) COUNTIES,153.9
2017,OTHER (COMBINED) COUNTIES,104.4
2016,OTHER (COMBINED) COUNTIES,120.0
2015,OTHER (COMBINED) COUNTIES,122.9
2014,OTHER (COMBINED) COUNTIES,113.9
2013,OTHER (COMBINED) COUNTIES,138.1
2012,OTHER (COMBINED) COUNTIES,19.5
2011,OTHER (COMBINED) COUNTIES,83.5
2010,OTHER (COMBINED) COUNTIES,85.7
2009,OTHER (COMBINED) COUNTIES,116.6
2008,OTHER (COMBINED) COUNTIES,88.0
2007,OTHER (COMBINED) COUNTIES,50.5
2006,OTHER (COMBINED) COUNTIES,19.5
2005,OTHER (COMBINED) COUNTIES,51.2
2007,BLAINE,0.0
2017,BOYD,144.4
2012,BOYD,26.9
2011,BOYD,122.0
2010,BOYD,135.9
2009,BOYD,135.1
2008,BOYD,109.0
2007,BOYD,68.0
2006,BOYD,46.0
2005,BOYD,46.0
2017,BROWN,97.1
2016,BROWN,127.0
2014,BROWN,73.4
2013,BROWN,59.4
2011,BROWN,102.5
2017,CHERRY,64.1
2013,CHERRY,100.9
2011,CHERRY,86.8
2010,CHERRY,37.1
2005,CHERRY,50.0
2017,GARFIELD,115.2
2016,GARFIELD,150.3
2015,GARFIELD,105.1
2014,GARFIELD,72.5
2013,GARFIELD,83.9
2011,GARFIELD,107.5
2010,GARFIELD,94.2
2009,GARFIELD,129.7
2008,GARFIELD,92.0
2007,GARFIELD,89.0
2006,GARFIELD,30.0
2005,GARFIELD,65.0
2013,HOLT,103.4
2012,HOLT,26.4
2011,HOLT,96.0
2010,HOLT,92.2
2009,HOLT,110.6
2008,HOLT,90.0
2007,HOLT,80.0
2006,HOLT,43.0
2005,HOLT,60.0
2018,KEYA PAHA,158.0
2017,KEYA PAHA,60.9
2016,KEYA PAHA,88.6
2014,KEYA PAHA,92.5
2013,KEYA PAHA,97.4
2012,KEYA PAHA,36.6
2011,KEYA PAHA,106.9
2010,KEYA PAHA,91.9
2009,KEYA PAHA,76.4
2008,KEYA PAHA,68.0
2007,KEYA PAHA,81.0
2006,KEYA PAHA,27.0
2005,KEYA PAHA,52.0
2017,LOGAN,93.1
2016,LOGAN,119.6
2013,LOGAN,64.2
2012,LOGAN,20.8
2011,LOGAN,82.4
2010,LOGAN,111.1
2009,LOGAN,101.6
2008,LOGAN,97.0
2007,LOGAN,86.0
2006,LOGAN,50.0
2005,LOGAN,55.0
2017,LOUP,102.8
2010,LOUP,97.8
2007,LOUP,85.0
2005,LOUP,50.0
2011,ROCK,80.6
2010,ROCK,101.5
2007,ROCK,0.0
2010,WHEELER,83.8
2009,WHEELER,120.9
2008,WHEELER,96.0
2007,WHEELER,91.0
2006,WHEELER,60.0
2005,WHEELER,70.0
2018,OTHER (COMBINED) COUNTIES,197.7
2017,OTHER (COMBINED) COUNTIES,184.2
2016,OTHER (COMBINED) COUNTIES,183.1
2015,OTHER (COMBINED) COUNTIES,193.3
2014,OTHER (COMBINED) COUNTIES,179.7
2013,OTHER (COMBINED) COUNTIES,179.2
2012,OTHER (COMBINED) COUNTIES,58.6
2011,OTHER (COMBINED) COUNTIES,149.2
2010,OTHER (COMBINED) COUNTIES,174.4
2009,OTHER (COMBINED) COUNTIES,174.5
2008,OTHER (COMBINED) COUNTIES,159.0
2018,ANTELOPE,158.4
2017,ANTELOPE,133.9
2016,ANTELOPE,144.1
2015,ANTELOPE,153.1
2014,ANTELOPE,132.1
2013,ANTELOPE,100.5
2012,ANTELOPE,38.3
2011,ANTELOPE,104.1
2010,ANTELOPE,123.0
2009,ANTELOPE,127.7
2008,ANTELOPE,101.0
2007,ANTELOPE,98.0
2006,ANTELOPE,73.0
2005,ANTELOPE,83.0
2018,BOONE,175.1
2017,BOONE,156.8
2016,BOONE,171.7
2015,BOONE,158.2
2014,BOONE,170.0
2013,BOONE,138.3
2012,BOONE,32.4
2011,BOONE,133.6
2010,BOONE,140.0
2009,BOONE,150.8
2008,BOONE,137.0
2007,BOONE,129.0
2006,BOONE,93.0
2005,BOONE,110.0
2017,BURT,184.4
2014,BURT,168.1
2013,BURT,182.7
2012,BURT,97.9
2011,BURT,163.5
2010,BURT,160.0
2009,BURT,185.0
2008,BURT,147.0
2007,BURT,144.0
2006,BURT,127.0
2005,BURT,135.0
2018,CEDAR,187.6
2017,CEDAR,154.7
2016,CEDAR,157.5
2015,CEDAR,180.8
2014,CEDAR,173.9
2013,CEDAR,168.7
2012,CEDAR,33.2
2011,CEDAR,150.2
2010,CEDAR,167.3
2009,CEDAR,155.9
2008,CEDAR,135.0
2007,CEDAR,113.5
2006,CEDAR,91.0
2005,CEDAR,132.0
2016,CUMING,196.3
2015,CUMING,195.0
2012,CUMING,63.9
2011,CUMING,170.2
2010,CUMING,177.8
2009,CUMING,187.1
2008,CUMING,149.0
2007,CUMING,160.0
2006,CUMING,138.0
2005,CUMING,149.1
2016,DAKOTA,178.6
2014,DAKOTA,186.5
2013,DAKOTA,178.9
2007,DAKOTA,158.0
2006,DAKOTA,134.0
2005,DAKOTA,152.0
2010,DIXON,179.9
2007,DIXON,131.0
2006,DIXON,116.0
2005,DIXON,144.0
2018,KNOX,189.9
2017,KNOX,136.0
2016,KNOX,152.2
2015,KNOX,176.3
2014,KNOX,178.7
2013,KNOX,151.4
2012,KNOX,27.8
2011,KNOX,143.3
2010,KNOX,153.5
2009,KNOX,150.8
2008,KNOX,112.0
2007,KNOX,115.0
2006,KNOX,84.0
2005,KNOX,107.0
2018,MADISON,170.0
2017,MADISON,176.5
2016,MADISON,187.1
2015,MADISON,177.0
2014,MADISON,165.7
2013,MADISON,144.7
2012,MADISON,34.1
2011,MADISON,149.8
2010,MADISON,151.6
2009,MADISON,155.9
2008,MADISON,129.0
2007,MADISON,137.0
2006,MADISON,112.0
2005,MADISON,126.0
2017,PIERCE,138.0
2016,PIERCE,159.6
2015,PIERCE,173.1
2014,PIERCE,160.1
2013,PIERCE,143.9
2012,PIERCE,37.1
2011,PIERCE,139.0
2010,PIERCE,156.0
2009,PIERCE,140.8
2008,PIERCE,135.0
2007,PIERCE,127.0
2006,PIERCE,92.0
2005,PIERCE,110.0
2016,STANTON,189.6
2014,STANTON,171.4
2013,STANTON,178.1
2012,STANTON,31.3
2011,STANTON,163.0
2010,STANTON,167.6
2009,STANTON,171.0
2008,STANTON,129.0
2007,STANTON,155.0
2006,STANTON,111.0
2005,STANTON,135.0
2007,THURSTON,156.0
2006,THURSTON,125.0
2005,THURSTON,152.0
2013,WAYNE,179.3
2012,WAYNE,39.4
2011,WAYNE,158.5
2010,WAYNE,179.5
2009,WAYNE,165.4
2008,WAYNE,158.0
2007,WAYNE,150.0
2006,WAYNE,101.0
2005,WAYNE,147.0
2018,OTHER (COMBINED) COUNTIES,144.1
2017,OTHER (COMBINED) COUNTIES,116.6
2016,OTHER (COMBINED) COUNTIES,135.9
2015,OTHER (COMBINED) COUNTIES,102.0
2014,OTHER (COMBINED) COUNTIES,113.3
2013,OTHER (COMBINED) COUNTIES,90.3
2012,OTHER (COMBINED) COUNTIES,27.8
2018,BUFFALO,169.0
2017,BUFFALO,133.3
2016,BUFFALO,124.8
2015,BUFFALO,107.0
2014,BUFFALO,100.1
2013,BUFFALO,65.4
2012,BUFFALO,30.6
2011,BUFFALO,127.5
2010,BUFFALO,135.7
2009,BUFFALO,133.7
2008,BUFFALO,111.0
2007,BUFFALO,118.0
2006,BUFFALO,94.0
2005,BUFFALO,45.0
2017,CUSTER,101.8
2016,CUSTER,131.1
2015,CUSTER,119.1
2014,CUSTER,108.5
2012,CUSTER,36.7
2011,CUSTER,115.1
2010,CUSTER,128.0
2009,CUSTER,131.6
2008,CUSTER,104.0
2007,CUSTER,106.0
2006,CUSTER,46.0
2005,CUSTER,70.0
2015,DAWSON,126.4
2013,DAWSON,50.4
2012,DAWSON,27.9
2011,DAWSON,123.0
2010,DAWSON,117.1
2009,DAWSON,126.7
2008,DAWSON,118.0
2007,DAWSON,117.0
2006,DAWSON,66.0
2005,DAWSON,61.0
2017,GREELEY,120.9
2016,GREELEY,125.6
2015,GREELEY,122.3
2014,GREELEY,131.9
2011,GREELEY,110.5
2010,GREELEY,112.7
2009,GREELEY,132.7
2008,GREELEY,116.0
2007,GREELEY,110.0
2006,GREELEY,55.0
2005,GREELEY,68.0
2018,HALL,151.1
2017,HALL,134.3
2016,HALL,121.0
2013,HALL,78.6
2012,HALL,23.1
2011,HALL,115.8
2010,HALL,114.3
2009,HALL,113.6
2008,HALL,116.0
2007,HALL,126.0
2006,HALL,93.0
2005,HALL,64.0
2018,HOWARD,128.1
2017,HOWARD,132.3
2016,HOWARD,124.5
2015,HOWARD,96.9
2014,HOWARD,122.2
2013,HOWARD,102.0
2011,HOWARD,120.4
2010,HOWARD,116.0
2009,HOWARD,121.7
2008,HOWARD,108.0
2007,HOWARD,101.0
2006,HOWARD,64.0
2005,HOWARD,55.0
2018,SHERMAN,154.8
2017,SHERMAN,128.1
2016,SHERMAN,143.8
2014,SHERMAN,112.9
2013,SHERMAN,78.8
2012,SHERMAN,20.3
2011,SHERMAN,115.9
2010,SHERMAN,132.9
2009,SHERMAN,143.8
2008,SHERMAN,108.0
2007,SHERMAN,109.0
2006,SHERMAN,68.0
2005,SHERMAN,46.0
2018,VALLEY,167.0
2015,VALLEY,102.4
2013,VALLEY,67.5
2012,VALLEY,29.2
2011,VALLEY,118.1
2010,VALLEY,125.3
2009,VALLEY,125.7
2008,VALLEY,111.0
2007,VALLEY,107.0
2006,VALLEY,48.0
2005,VALLEY,59.0
2018,OTHER (COMBINED) COUNTIES,182.0
2017,OTHER (COMBINED) COUNTIES,175.4
2016,OTHER (COMBINED) COUNTIES,134.0
2015,OTHER (COMBINED) COUNTIES,185.9
2014,OTHER (COMBINED) COUNTIES,174.6
2013,OTHER (COMBINED) COUNTIES,132.0
2012,OTHER (COMBINED) COUNTIES,73.1
2011,OTHER (COMBINED) COUNTIES,153.5
2010,OTHER (COMBINED) COUNTIES,147.6
2008,OTHER (COMBINED) COUNTIES,141.0
2017,BUTLER,170.7
2016,BUTLER,167.5
2015,BUTLER,176.0
2014,BUTLER,168.7
2013,BUTLER,139.3
2012,BUTLER,80.8
2011,BUTLER,162.5
2010,BUTLER,151.9
2009,BUTLER,162.9
2008,BUTLER,139.0
2007,BUTLER,143.0
2006,BUTLER,99.0
2005,BUTLER,101.0
2018,CASS,202.7
2016,CASS,180.0
2013,CASS,149.3
2009,CASS,176.0
2007,CASS,127.0
2006,CASS,125.0
2005,CASS,134.0
2017,COLFAX,167.8
2016,COLFAX,180.3
2015,COLFAX,195.8
2013,COLFAX,170.2
2012,COLFAX,49.0
2011,COLFAX,149.2
2010,COLFAX,149.8
2009,COLFAX,178.0
2008,COLFAX,138.0
2007,COLFAX,148.0
2006,COLFAX,121.0
2005,COLFAX,116.0
2018,DODGE,192.9
2016,DODGE,167.8
2014,DODGE,161.3
2013,DODGE,173.6
2012,DODGE,91.6
2011,DODGE,162.9
2010,DODGE,151.9
2009,DODGE,189.1
2008,DODGE,139.0
2007,DODGE,142.0
2006,DODGE,130.0
2005,DODGE,130.0
2017,DOUGLAS,183.8
2016,DOUGLAS,184.4
2014,DOUGLAS,175.5
2013,DOUGLAS,161.3
2012,DOUGLAS,100.4
2011,DOUGLAS,152.9
2010,DOUGLAS,139.1
2009,DOUGLAS,189.0
2007,DOUGLAS,141.0
2006,DOUGLAS,125.0
2005,DOUGLAS,140.0
2017,HAMILTON,164.9
2015,HAMILTON,161.6
2014,HAMILTON,147.5
2013,HAMILTON,103.4
2012,HAMILTON,26.9
2011,HAMILTON,148.2
2010,HAMILTON,137.4
2009,HAMILTON,137.8
2008,HAMILTON,145.0
2007,HAMILTON,139.0
2006,HAMILTON,91.0
2005,HAMILTON,100.0
2016,LANCASTER,159.8
2015,LANCASTER,153.7
2014,LANCASTER,152.5
2013,LANCASTER,141.9
2012,LANCASTER,72.2
2011,LANCASTER,141.2
2010,LANCASTER,143.4
2009,LANCASTER,152.9
2008,LANCASTER,138.0
2007,LANCASTER,120.0
2006,LANCASTER,118.0
2005,LANCASTER,103.0
2015,MERRICK,122.2
2012,MERRICK,26.8
2011,MERRICK,116.6
2010,MERRICK,109.3
2009,MERRICK,116.7
2008,MERRICK,93.0
2007,MERRICK,110.0
2006,MERRICK,86.0
2005,MERRICK,74.0
2016,NANCE,160.9
2015,NANCE,156.9
2014,NANCE,154.4
2011,NANCE,141.1
2010,NANCE,133.3
2009,NANCE,145.8
2008,NANCE,137.0
2007,NANCE,130.0
2006,NANCE,105.0
2005,NANCE,94.0
2018,PLATTE,169.2
2017,PLATTE,168.8
2016,PLATTE,176.1
2015,PLATTE,188.0
2014,PLATTE,176.5
2013,PLATTE,167.0
2012,PLATTE,47.5
2011,PLATTE,153.3
2010,PLATTE,151.0
2009,PLATTE,171.0
2008,PLATTE,148.0
2007,PLATTE,150.0
2006,PLATTE,117.0
2005,PLATTE,115.0
2018,POLK,183.9
2016,POLK,165.9
2015,POLK,171.6
2014,POLK,152.3
2013,POLK,127.8
2012,POLK,59.1
2011,POLK,148.0
2010,POLK,149.2
2009,POLK,157.9
2008,POLK,140.0
2007,POLK,143.0
2006,POLK,115.0
2005,POLK,94.0
2017,SARPY,186.8
2016,SARPY,190.1
2014,SARPY,194.5
2013,SARPY,160.8
2012,SARPY,99.3
2011,SARPY,151.5
2009,SARPY,179.0
2008,SARPY,149.0
2007,SARPY,132.0
2006,SARPY,116.0
2005,SARPY,143.0
2018,SAUNDERS,184.8
2017,SAUNDERS,171.4
2016,SAUNDERS,169.2
2015,SAUNDERS,176.2
2014,SAUNDERS,171.3
2013,SAUNDERS,155.0
2012,SAUNDERS,79.7
2010,SAUNDERS,145.0
2009,SAUNDERS,167.9
2008,SAUNDERS,136.0
2007,SAUNDERS,134.0
2006,SAUNDERS,111.7
2005,SAUNDERS,117.0
