year,county_name,yield_bu_acre
2018,OTHER (COMBINED) COUNTIES,209.1
2017,OTHER (COMBINED) COUNTIES,191.8
2016,OTHER (COMBINED) COUNTIES,166.7
2015,OTHER (COMBINED) COUNTIES,197.6
2014,OTHER (COMBINED) COUNTIES,141.2
2013,OTHER (COMBINED) COUNTIES,166.5
2012,OTHER (COMBINED) COUNTIES,160.0
2011,OTHER (COMBINED) COUNTIES,155.3
2010,OTHER (COMBINED) COUNTIES,155.6
2009,OTHER (COMBINED) COUNTIES,173.1
2008,OTHER (COMBINED) COUNTIES,167.0
2007,OTHER (COMBINED) COUNTIES,130.0
2005,OTHER (COMBINED) COUNTIES,160.0
2007,ARTHUR,165.0
2006,ARTHUR,174.0
2005,ARTHUR,160.0
2016,BLAINE,153.8
2015,BLAINE,167.2
2014,BLAINE,154.3
2007,BLAINE,143.0
2006,BLAINE,145.0
2005,BLAINE,145.0
2024,BOYD,151.2
2023,BOYD,171.5
2022,BOYD,90.8
2021,BOYD,152.2
2020,BOYD,159.5
2019,BOYD,157.2
2017,BOYD,153.0
2015,BOYD,149.3
2012,BOYD,72.2
2011,BOYD,127.8
2010,BOYD,140.5
2009,BOYD,142.0
2008,BOYD,122.0
2007,BOYD,84.5
2006,BOYD,67.0
2005,BOYD,59.6
2024,BROWN,223.2
2023,BROWN,211.9
2022,BROWN,198.6
2021,BROWN,228.8
2020,BROWN,214.5
2019,BROWN,207.2
2017,BROWN,219.9
2016,BROWN,212.9
2014,BROWN,193.2
2013,BROWN,177.3
2012,BROWN,162.8
2011,BROWN,174.8
2010,BROWN,188.8
2009,BROWN,183.6
2008,BROWN,187.0
2007,BROWN,178.7
2006,BROWN,179.4
2005,BROWN,176.3
2021,CHERRY,181.2
2018,CHERRY,207.6
2017,CHERRY,194.1
2016,CHERRY,183.8
2015,CHERRY,174.9
2013,CHERRY,172.3
2012,CHERRY,177.8
2011,CHERRY,155.2
2010,CHERRY,164.3
2009,CHERRY,180.5
2008,CHERRY,190.0
2007,CHERRY,185.5
2006,CHERRY,177.8
2005,CHERRY,182.4
2024,GARFIELD,203.0
2023,GARFIELD,192.9
2022,GARFIELD,184.8
2021,GARFIELD,208.6
2020,GARFIELD,187.1
2019,GARFIELD,186.6
2018,GARFIELD,205.0
2017,GARFIELD,185.6
2016,GARFIELD,192.8
2015,GARFIELD,177.2
2014,GARFIELD,137.4
2013,GARFIELD,167.5
2012,GARFIELD,161.1
2011,GARFIELD,168.2
2010,GARFIELD,154.2
2009,GARFIELD,184.0
2008,GARFIELD,171.0
2007,GARFIELD,169.8
2006,GARFIELD,153.5
2005,GARFIELD,152.6
2023,HOLT,223.7
2022,HOLT,211.1
2020,HOLT,195.0
2019,HOLT,205.2
2018,HOLT,206.4
2017,HOLT,211.5
2016,HOLT,205.9
2015,HOLT,201.6
2014,HOLT,169.6
2013,HOLT,190.6
2012,HOLT,186.5
2011,HOLT,177.5
2010,HOLT,158.5
2009,HOLT,185.2
2008,HOLT,184.0
2007,HOLT,175.9
2006,HOLT,184.3
2005,HOLT,168.5
2024,KEYA PAHA,169.9
2023,KEYA PAHA,215.0
2021,KEYA PAHA,163.6
2020,KEYA PAHA,164.4
2019,KEYA PAHA,202.9
2018,KEYA PAHA,212.1
2017,KEYA PAHA,182.2
2016,KEYA PAHA,180.8
2015,KEYA PAHA,190.1
2014,KEYA PAHA,156.4
2013,KEYA PAHA,177.3
2012,KEYA PAHA,183.9
2011,KEYA PAHA,168.6
2010,KEYA PAHA,170.9
2009,KEYA PAHA,163.6
2008,KEYA PAHA,152.0
2007,KEYA PAHA,156.4
2006,KEYA PAHA,157.7
2005,KEYA PAHA,112.5
2024,LOGAN,201.2
2023,LOGAN,202.6
2020,LOGAN,202.2
2019,LOGAN,184.1
2018,LOGAN,211.3
2017,LOGAN,168.1
2016,LOGAN,177.5
2015,LOGAN,179.7
2014,LOGAN,154.7
2013,LOGAN,169.4
2012,LOGAN,171.1
2011,LOGAN,150.7
2010,LOGAN,153.4
2009,LOGAN,157.9
2008,LOGAN,156.0
2007,LOGAN,149.1
2006,LOGAN,145.2
2005,LOGAN,140.0
2023,LOUP,178.5
2020,LOUP,169.3
2017,LOUP,149.6
2015,LOUP,174.4
2012,LOUP,141.6
2010,LOUP,142.6
2008,LOUP,170.0
2007,LOUP,156.5
2006,LOUP,144.0
2005,LOUP,144.7
2016,MCPHERSON,158.1
2011,MCPHERSON,189.0
2007,MCPHERSON,161.1
2006,MCPHERSON,177.0
2005,MCPHERSON,188.0
2023,ROCK,232.3
2021,ROCK,195.3
2020,ROCK,182.7
2019,ROCK,201.3
2016,ROCK,196.3
2014,ROCK,176.0
2011,ROCK,168.6
2010,ROCK,173.2
2009,ROCK,185.8
2008,ROCK,190.0
2007,ROCK,171.0
2006,ROCK,171.9
2005,ROCK,163.9
2015,THOMAS,183.8
2006,THOMAS,150.0
2024,WHEELER,226.1
2023,WHEELER,225.8
2020,WHEELER,215.8
2014,WHEELER,197.6
2011,WHEELER,172.9
2010,WHEELER,152.7
2009,WHEELER,170.5
2008,WHEELER,151.0
2007,WHEELER,158.4
2006,WHEELER,174.8
2005,WHEELER,161.0
2019,OTHER (COMBINED) COUNTIES,196.3
2018,OTHER (COMBINED) COUNTIES,200.3
2017,OTHER (COMBINED) COUNTIES,185.5
2015,OTHER (COMBINED) COUNTIES,198.2
2019,ANTELOPE,210.1
2018,ANTELOPE,205.7
2017,ANTELOPE,208.7
2016,ANTELOPE,203.0
2015,ANTELOPE,198.6
2014,ANTELOPE,185.9
2013,ANTELOPE,186.1
2012,ANTELOPE,174.9
2011,ANTELOPE,174.6
2010,ANTELOPE,180.5
2009,ANTELOPE,194.9
2008,ANTELOPE,176.0
2007,ANTELOPE,169.7
2006,ANTELOPE,174.7
2005,ANTELOPE,164.1
2022,BOONE,182.8
2020,BOONE,203.2
2019,BOONE,205.8
2018,BOONE,196.0
2017,BOONE,189.3
2016,BOONE,199.6
2015,BOONE,190.6
2014,BOONE,193.6
2013,BOONE,181.5
2012,BOONE,141.8
2011,BOONE,157.4
2010,BOONE,170.9
2009,BOONE,186.5
2008,BOONE,170.0
2007,BOONE,159.7
2006,BOONE,155.0
2005,BOONE,162.5
2024,BURT,194.4
2023,BURT,174.3
2022,BURT,155.9
2021,BURT,216.3
2020,BURT,180.0
2019,BURT,190.9
2018,BURT,186.1
2017,BURT,192.1
2016,BURT,182.3
2015,BURT,193.2
2014,BURT,171.5
2013,BURT,190.0
2012,BURT,125.7
2011,BURT,167.4
2010,BURT,160.0
2009,BURT,191.6
2008,BURT,159.0
2007,BURT,156.4
2006,BURT,140.1
2005,BURT,145.8
2024,CEDAR,180.7
2023,CEDAR,196.9
2022,CEDAR,169.3
2021,CEDAR,201.4
2020,CEDAR,189.5
2019,CEDAR,204.2
2018,CEDAR,200.3
2017,CEDAR,183.0
2016,CEDAR,183.5
2015,CEDAR,195.8
2014,CEDAR,184.8
2013,CEDAR,183.3
2012,CEDAR,99.1
2011,CEDAR,164.9
2010,CEDAR,178.6
2009,CEDAR,171.7
2008,CEDAR,159.0
2007,CEDAR,143.1
2006,CEDAR,124.4
2005,CEDAR,149.0
2024,CUMING,199.3
2023,CUMING,164.8
2022,CUMING,168.6
2021,CUMING,218.4
2020,CUMING,178.8
2019,CUMING,204.6
2018,CUMING,200.0
2017,CUMING,203.9
2016,CUMING,197.8
2015,CUMING,200.1
2014,CUMING,181.1
2013,CUMING,192.8
2012,CUMING,95.7
2011,CUMING,177.2
2010,CUMING,183.8
2009,CUMING,193.7
2008,CUMING,160.0
2007,CUMING,166.4
2006,CUMING,148.4
2005,CUMING,158.3
2023,DAKOTA,196.7
2022,DAKOTA,160.4
2021,DAKOTA,190.6
2020,DAKOTA,205.4
2016,DAKOTA,182.4
2014,DAKOTA,186.8
2013,DAKOTA,188.4
2012,DAKOTA,91.7
2011,DAKOTA,157.1
2010,DAKOTA,179.8
2009,DAKOTA,184.7
2008,DAKOTA,172.0
2007,DAKOTA,168.7
2006,DAKOTA,146.2
2005,DAKOTA,158.6
2023,DIXON,178.8
2020,DIXON,179.8
2018,DIXON,206.5
2017,DIXON,169.8
2016,DIXON,182.3
2015,DIXON,189.9
2014,DIXON,181.0
2013,DIXON,176.7
2012,DIXON,77.4
2011,DIXON,136.6
2010,DIXON,183.4
2009,DIXON,173.6
2008,DIXON,162.0
2007,DIXON,142.0
2006,DIXON,128.9
2005,DIXON,149.7
2024,KNOX,180.3
2023,KNOX,167.0
2022,KNOX,152.1
2021,KNOX,179.9
2020,KNOX,201.5
2019,KNOX,194.8
2018,KNOX,200.0
2017,KNOX,165.8
2016,KNOX,172.6
2015,KNOX,189.2
2014,KNOX,183.4
2013,KNOX,168.2
2012,KNOX,96.8
2011,KNOX,157.2
2010,KNOX,164.7
2009,KNOX,170.0
2008,KNOX,135.0
2007,KNOX,137.7
2006,KNOX,114.9
2005,KNOX,129.0
2023,MADISON,175.0
2022,MADISON,164.9
2021,MADISON,192.1
2020,MADISON,197.6
2019,MADISON,199.7
2018,MADISON,182.2
2017,MADISON,195.4
2016,MADISON,199.5
2015,MADISON,195.2
2014,MADISON,182.8
2013,MADISON,175.4
2012,MADISON,112.6
2011,MADISON,159.0
2010,MADISON,168.6
2009,MADISON,182.5
2008,MADISON,150.0
2007,MADISON,156.6
2006,MADISON,145.0
2005,MADISON,148.4
2024,PIERCE,192.2
2022,PIERCE,176.6
2021,PIERCE,199.5
2020,PIERCE,202.4
2019,PIERCE,196.6
2018,PIERCE,199.2
2017,PIERCE,179.7
2016,PIERCE,191.1
2015,PIERCE,190.3
2014,PIERCE,176.9
2013,PIERCE,178.9
2012,PIERCE,139.8
2011,PIERCE,161.2
2010,PIERCE,176.2
2009,PIERCE,178.8
2008,PIERCE,171.0
2007,PIERCE,159.7
2006,PIERCE,147.3
2005,PIERCE,149.4
2024,STANTON,192.5
2023,STANTON,163.2
2022,STANTON,130.0
2020,STANTON,170.0
2019,STANTON,197.0
2018,STANTON,208.0
2017,STANTON,197.1
2016,STANTON,190.6
2015,STANTON,194.7
2014,STANTON,178.6
2013,STANTON,183.1
2012,STANTON,69.0
2011,STANTON,168.3
2010,STANTON,173.0
2009,STANTON,180.6
2008,STANTON,143.0
2007,STANTON,163.3
2006,STANTON,128.3
2005,STANTON,150.0
2022,THURSTON,121.4
2021,THURSTON,205.9
2020,THURSTON,168.8
2019,THURSTON,195.5
2016,THURSTON,191.1
2014,THURSTON,181.3
2013,THURSTON,185.5
2012,THURSTON,81.1
2011,THURSTON,170.1
2010,THURSTON,174.1
2009,THURSTON,184.9
2008,THURSTON,163.0
2007,THURSTON,160.4
2006,THURSTON,130.9
2005,THURSTON,155.2
2024,WAYNE,191.4
2023,WAYNE,160.3
2022,WAYNE,116.2
2021,WAYNE,198.1
2020,WAYNE,192.4
2019,WAYNE,199.0
2018,WAYNE,204.8
2017,WAYNE,186.6
2016,WAYNE,194.0
2015,WAYNE,203.1
2014,WAYNE,188.5
2013,WAYNE,186.4
2012,WAYNE,76.9
2011,WAYNE,166.4
2010,WAYNE,183.0
2009,WAYNE,176.5
2008,WAYNE,167.0
2007,WAYNE,159.7
2006,WAYNE,115.3
2005,WAYNE,156.6
2017,OTHER (COMBINED) COUNTIES,211.5
2024,BUFFALO,206.2
2023,BUFFALO,196.4
2022,BUFFALO,165.8
2020,BUFFALO,204.7
2019,BUFFALO,195.4
2018,BUFFALO,223.6
2017,BUFFALO,205.7
2016,BUFFALO,199.5
2015,BUFFALO,202.0
2014,BUFFALO,190.8
2013,BUFFALO,178.2
2012,BUFFALO,190.6
2011,BUFFALO,170.7
2010,BUFFALO,180.8
2009,BUFFALO,191.5
2008,BUFFALO,173.0
2007,BUFFALO,182.4
2006,BUFFALO,179.8
2005,BUFFALO,173.0
2024,CUSTER,206.9
2023,CUSTER,193.2
2020,CUSTER,200.7
2019,CUSTER,188.2
2018,CUSTER,205.5
2017,CUSTER,171.3
2016,CUSTER,183.4
2015,CUSTER,188.2
2014,CUSTER,176.6
2013,CUSTER,168.3
2012,CUSTER,165.3
2011,CUSTER,165.3
2010,CUSTER,171.9
2009,CUSTER,172.8
2008,CUSTER,163.0
2007,CUSTER,163.3
2006,CUSTER,158.1
2005,CUSTER,155.4
2024,DAWSON,212.0
2023,DAWSON,234.5
2022,DAWSON,191.6
2020,DAWSON,198.0
2019,DAWSON,196.9
2018,DAWSON,233.5
2016,DAWSON,206.9
2015,DAWSON,212.0
2014,DAWSON,205.4
2013,DAWSON,194.3
2012,DAWSON,186.3
2011,DAWSON,180.9
2010,DAWSON,175.6
2009,DAWSON,198.2
2008,DAWSON,177.0
2007,DAWSON,182.7
2006,DAWSON,181.7
2005,DAWSON,174.7
2023,GREELEY,193.4
2022,GREELEY,184.1
2021,GREELEY,222.6
2020,GREELEY,203.4
2019,GREELEY,191.8
2018,GREELEY,197.8
2017,GREELEY,188.3
2016,GREELEY,186.7
2015,GREELEY,181.1
2014,GREELEY,176.5
2013,GREELEY,180.8
2012,GREELEY,161.6
2011,GREELEY,145.3
2010,GREELEY,163.7
2009,GREELEY,187.2
2008,GREELEY,172.0
2007,GREELEY,154.6
2006,GREELEY,146.1
2005,GREELEY,157.8
2024,HALL,214.7
2023,HALL,214.9
2022,HALL,188.2
2020,HALL,201.8
2019,HALL,180.4
2018,HALL,217.5
2017,HALL,199.8
2016,HALL,186.4
2015,HALL,200.3
2014,HALL,204.8
2013,HALL,202.1
2012,HALL,184.9
2011,HALL,180.6
2010,HALL,180.6
2009,HALL,185.0
2008,HALL,171.0
2007,HALL,186.3
2006,HALL,186.2
2005,HALL,177.1
2024,HOWARD,202.2
2023,HOWARD,216.6
2022,HOWARD,152.3
2021,HOWARD,198.6
2020,HOWARD,190.8
2019,HOWARD,183.2
2018,HOWARD,184.6
2017,HOWARD,184.9
2016,HOWARD,183.9
2015,HOWARD,183.2
2014,HOWARD,176.2
2013,HOWARD,172.3
2012,HOWARD,149.6
2011,HOWARD,160.0
2010,HOWARD,171.9
2009,HOWARD,184.1
2008,HOWARD,164.0
2007,HOWARD,161.8
2006,HOWARD,162.7
2005,HOWARD,157.2
2024,SHERMAN,198.5
2023,SHERMAN,198.2
2022,SHERMAN,169.2
2021,SHERMAN,222.0
2020,SHERMAN,195.9
2019,SHERMAN,185.8
2018,SHERMAN,191.0
2017,SHERMAN,173.2
2016,SHERMAN,194.5
2015,SHERMAN,172.0
2014,SHERMAN,154.9
2013,SHERMAN,169.0
2012,SHERMAN,154.8
2011,SHERMAN,153.9
2010,SHERMAN,171.7
2009,SHERMAN,182.3
2008,SHERMAN,170.0
2007,SHERMAN,168.5
2006,SHERMAN,162.3
2005,SHERMAN,150.2
2024,VALLEY,211.5
2023,VALLEY,210.1
2022,VALLEY,204.3
2021,VALLEY,229.9
2020,VALLEY,195.0
2019,VALLEY,173.8
2018,VALLEY,212.1
2016,VALLEY,182.3
2015,VALLEY,187.8
2014,VALLEY,169.0
2013,VALLEY,165.9
2012,VALLEY,162.3
2011,VALLEY,166.9
2010,VALLEY,173.1
2009,VALLEY,180.8
2008,VALLEY,171.0
2007,VALLEY,156.3
2006,VALLEY,164.4
2005,VALLEY,162.1
2019,OTHER (COMBINED) COUNTIES,203.9
2018,OTHER (COMBINED) COUNTIES,199.1
2015,OTHER (COMBINED) COUNTIES,191.7
2024,BUTLER,188.8
2023,BUTLER,187.0
2022,BUTLER,170.1
2021,BUTLER,205.1
2020,BUTLER,179.0
2019,BUTLER,192.2
2018,BUTLER,197.3
2017,BUTLER,191.2
2016,BUTLER,185.9
2015,BUTLER,193.4
2014,BUTLER,182.6
2013,BUTLER,174.7
2012,BUTLER,141.2
2011,BUTLER,178.5
2010,BUTLER,168.6
2009,BUTLER,189.3
2008,BUTLER,160.0
2007,BUTLER,160.1
2006,BUTLER,135.2
2005,BUTLER,141.4
2024,CASS,191.0
2023,CASS,195.7
2022,CASS,132.5
2020,CASS,193.4
2019,CASS,175.7
2018,CASS,202.4
2017,CASS,184.3
2016,CASS,181.3
2015,CASS,182.0
2014,CASS,170.2
2013,CASS,150.3
2012,CASS,84.3
2011,CASS,157.4
2010,CASS,146.5
2009,CASS,176.6
2008,CASS,144.0
2007,CASS,127.8
2006,CASS,126.1
2005,CASS,134.6
2024,COLFAX,199.3
2023,COLFAX,173.8
2022,COLFAX,165.8
2021,COLFAX,228.3
2020,COLFAX,189.6
2019,COLFAX,201.4
2018,COLFAX,207.1
2017,COLFAX,182.1
2016,COLFAX,181.2
2015,COLFAX,204.8
2014,COLFAX,202.0
2013,COLFAX,183.1
2012,COLFAX,109.6
2011,COLFAX,162.9
2010,COLFAX,158.1
2009,COLFAX,191.3
2008,COLFAX,157.0
2007,COLFAX,162.4
2006,COLFAX,145.6
2005,COLFAX,144.7
2023,DODGE,198.2
2022,DODGE,160.2
2021,DODGE,220.8
2020,DODGE,181.6
2019,DODGE,198.2
2018,DODGE,197.3
2017,DODGE,199.3
2016,DODGE,174.8
2015,DODGE,194.8
2014,DODGE,177.5
2013,DODGE,191.8
2012,DODGE,142.9
2011,DODGE,173.3
2010,DODGE,156.4
2009,DODGE,198.1
2008,DODGE,156.0
2007,DODGE,159.7
2006,DODGE,151.5
2005,DODGE,151.7
2024,DOUGLAS,192.4
2023,DOUGLAS,165.6
2022,DOUGLAS,168.3
2021,DOUGLAS,194.5
2020,DOUGLAS,185.6
2019,DOUGLAS,187.6
2017,DOUGLAS,188.9
2016,DOUGLAS,183.9
2014,DOUGLAS,182.9
2013,DOUGLAS,177.4
2012,DOUGLAS,122.4
2011,DOUGLAS,161.0
2010,DOUGLAS,140.3
2009,DOUGLAS,194.0
2008,DOUGLAS,133.0
2007,DOUGLAS,152.2
2006,DOUGLAS,133.9
2005,DOUGLAS,147.9
2024,HAMILTON,224.1
2023,HAMILTON,218.9
2022,HAMILTON,218.7
2020,HAMILTON,226.0
2019,HAMILTON,214.9
2018,HAMILTON,223.8
2017,HAMILTON,215.0
2016,HAMILTON,202.3
2015,HAMILTON,212.9
2014,HAMILTON,209.0
2013,HAMILTON,201.2
2012,HAMILTON,196.0
2011,HAMILTON,198.2
2010,HAMILTON,189.2
2009,HAMILTON,205.8
2008,HAMILTON,192.0
2007,HAMILTON,184.5
2006,HAMILTON,183.7
2005,HAMILTON,183.2
2024,LANCASTER,164.5
2023,LANCASTER,139.6
2022,LANCASTER,112.1
2021,LANCASTER,181.2
2020,LANCASTER,167.0
2019,LANCASTER,158.2
2018,LANCASTER,179.7
2017,LANCASTER,165.5
2016,LANCASTER,163.2
2015,LANCASTER,157.2
2014,LANCASTER,155.7
2013,LANCASTER,146.0
2012,LANCASTER,81.3
2011,LANCASTER,145.1
2010,LANCASTER,145.8
2009,LANCASTER,156.8
2008,LANCASTER,140.0
2007,LANCASTER,123.9
2006,LANCASTER,122.5
2005,LANCASTER,107.9
2023,MERRICK,198.9
2020,MERRICK,189.1
2019,MERRICK,174.8
2018,MERRICK,193.0
2017,MERRICK,186.9
2016,MERRICK,166.1
2015,MERRICK,191.0
2014,MERRICK,183.4
2013,MERRICK,192.9
2012,MERRICK,158.2
2011,MERRICK,158.3
2010,MERRICK,169.2
2009,MERRICK,187.7
2008,MERRICK,154.0
2007,MERRICK,158.3
2006,MERRICK,172.2
2005,MERRICK,163.5
2022,NANCE,141.1
2021,NANCE,205.3
2020,NANCE,189.8
2019,NANCE,192.6
2017,NANCE,178.1
2016,NANCE,182.7
2015,NANCE,185.6
2014,NANCE,178.1
2013,NANCE,171.2
2012,NANCE,128.0
2011,NANCE,163.2
2010,NANCE,160.2
2009,NANCE,178.1
2008,NANCE,165.0
2007,NANCE,156.0
2006,NANCE,151.2
2005,NANCE,149.4
2024,PLATTE,196.4
2023,PLATTE,207.4
2022,PLATTE,170.9
2021,PLATTE,213.3
2020,PLATTE,191.9
2019,PLATTE,211.1
2018,PLATTE,192.5
2017,PLATTE,195.9
2016,PLATTE,193.2
2015,PLATTE,203.0
2014,PLATTE,195.4
2013,PLATTE,196.8
2012,PLATTE,154.3
2011,PLATTE,170.8
2010,PLATTE,176.6
2009,PLATTE,198.1
2008,PLATTE,176.0
2007,PLATTE,170.1
2006,PLATTE,165.3
2005,PLATTE,163.9
2024,POLK,206.2
2023,POLK,190.3
2022,POLK,210.6
2020,POLK,202.8
2018,POLK,211.0
2017,POLK,197.8
2016,POLK,187.9
2015,POLK,203.1
2014,POLK,190.1
2013,POLK,183.4
2012,POLK,160.4
2011,POLK,167.8
2010,POLK,170.1
2009,POLK,201.7
2008,POLK,159.0
2007,POLK,166.3
2006,POLK,162.3
2005,POLK,162.3
2024,SARPY,199.0
2023,SARPY,182.4
2022,SARPY,156.8
2021,SARPY,210.0
2020,SARPY,201.1
2018,SARPY,200.0
2017,SARPY,190.1
2016,SARPY,191.1
2014,SARPY,197.5
2013,SARPY,168.1
2012,SARPY,110.1
2011,SARPY,155.6
2010,SARPY,152.9
2009,SARPY,182.3
2008,SARPY,151.0
2007,SARPY,135.6
2006,SARPY,121.9
2005,SARPY,147.9
2023,SAUNDERS,191.3
2022,SAUNDERS,169.8
2020,SAUNDERS,188.1
2019,SAUNDERS,197.3
2018,SAUNDERS,195.3
2017,SAUNDERS,182.1
2016,SAUNDERS,179.4
2015,SAUNDERS,186.3
2014,SAUNDERS,185.6
2013,SAUNDERS,171.7
2012,SAUNDERS,118.1
2011,SAUNDERS,163.7
2010,SAUNDERS,158.1
2009,SAUNDERS,183.7
2008,SAUNDERS,149.0
2007,SAUNDERS,149.0
2006,SAUNDERS,135.7
2005,SAUNDERS,140.8
2022,SEWARD,151.2
2021,SEWARD,218.5
2020,SEWARD,186.4
2019,SEWARD,193.1
2018,SEWARD,194.1
2017,SEWARD,184.7
2016,SEWARD,183.6
2015,SEWARD,176.3
2014,SEWARD,194.2
2013,SEWARD,169.3
2012,SEWARD,147.6
2011,SEWARD,160.3
2010,SEWARD,162.3
2009,SEWARD,180.6
2008,SEWARD,162.0
2007,SEWARD,157.1
2006,SEWARD,133.0
2005,SEWARD,144.9
2024,WASHINGTON,176.6
2023,WASHINGTON,155.3
2022,WASHINGTON,145.8
2021,WASHINGTON,204.4
2020,WASHINGTON,173.1
2019,WASHINGTON,175.5
2018,WASHINGTON,187.5
2017,WASHINGTON,191.8
2016,WASHINGTON,183.0
2015,WASHINGTON,187.6
2014,WASHINGTON,159.4
2013,WASHINGTON,169.4
2012,WASHINGTON,99.3
2011,WASHINGTON,166.8
2010,WASHINGTON,163.3
2009,WASHINGTON,185.4
2008,WASHINGTON,154.0
2007,WASHINGTON,142.9
2006,WASHINGTON,147.0
2005,WASHINGTON,140.8
2024,YORK,227.2
2022,YORK,192.9
2020,YORK,223.1
2019,YORK,206.5
2018,YORK,215.1
2017,YORK,213.6
2016,YORK,197.6
2015,YORK,214.8
2014,YORK,197.7
2013,YORK,201.5
2012,YORK,193.2
2011,YORK,181.7
2010,YORK,187.7
2009,YORK,207.9
2008,YORK,184.0
2007,YORK,182.2
2006,YORK,170.6
2005,YORK,177.7
2019,OTHER (COMBINED) COUNTIES,146.6
2018,OTHER (COMBINED) COUNTIES,158.4
2017,OTHER (COMBINED) COUNTIES,135.1
2024,CHASE,168.8
2023,CHASE,164.8
2022,CHASE,125.6
2021,CHASE,182.3
2020,CHASE,154.6
2019,CHASE,157.6
2018,CHASE,200.6
2017,CHASE,188.2
2016,CHASE,173.7
2015,CHASE,178.4
2014,CHASE,186.3
2013,CHASE,169.3
2012,CHASE,173.0
2011,CHASE,111.2
2010,CHASE,176.1
2009,CHASE,150.3
2008,CHASE,176.0
2007,CHASE,171.9
2006,CHASE,187.6
2005,CHASE,177.6
2024,DUNDY,171.5
2023,DUNDY,155.3
2022,DUNDY,169.5
2021,DUNDY,144.1
2020,DUNDY,125.2
2018,DUNDY,183.8
2017,DUNDY,153.5
2016,DUNDY,147.1
2015,DUNDY,153.8
2014,DUNDY,160.7
2013,DUNDY,135.0
2012,DUNDY,137.1
2011,DUNDY,121.3
2010,DUNDY,167.3
2009,DUNDY,141.4
2008,DUNDY,153.0
2007,DUNDY,162.4
2006,DUNDY,170.5
2005,DUNDY,158.4
2024,FRONTIER,162.4
2022,FRONTIER,124.4
2021,FRONTIER,131.3
2020,FRONTIER,144.0
2019,FRONTIER,148.7
2017,FRONTIER,124.8
2016,FRONTIER,151.4
2015,FRONTIER,151.9
2014,FRONTIER,131.5
2013,FRONTIER,98.3
2012,FRONTIER,116.8
2011,FRONTIER,129.0
2010,FRONTIER,146.8
2009,FRONTIER,158.0
2008,FRONTIER,136.0
2007,FRONTIER,138.5
2006,FRONTIER,123.9
2005,FRONTIER,117.4
2024,HAYES,165.9
2023,HAYES,132.5
2022,HAYES,157.3
2021,HAYES,109.3
2020,HAYES,125.9
2019,HAYES,125.0
2018,HAYES,170.4
2017,HAYES,152.1
2016,HAYES,145.5
2015,HAYES,149.3
2014,HAYES,149.9
2013,HAYES,113.9
2012,HAYES,130.2
2011,HAYES,120.0
2010,HAYES,157.7
2009,HAYES,154.1
2008,HAYES,158.0
2007,HAYES,141.9
2006,HAYES,142.0
2005,HAYES,132.2
2024,HITCHCOCK,129.2
2023,HITCHCOCK,109.6
2022,HITCHCOCK,144.0
2020,HITCHCOCK,96.9
2018,HITCHCOCK,139.6
2016,HITCHCOCK,131.3
2015,HITCHCOCK,122.2
2014,HITCHCOCK,107.0
2013,HITCHCOCK,74.6
2012,HITCHCOCK,72.4
2011,HITCHCOCK,105.3
2010,HITCHCOCK,127.8
2009,HITCHCOCK,135.4
2008,HITCHCOCK,103.0
2007,HITCHCOCK,123.9
2006,HITCHCOCK,103.5
2005,HITCHCOCK,104.6
2024,KEITH,180.3
2021,KEITH,122.5
2020,KEITH,136.4
2018,KEITH,171.5
2017,KEITH,156.5
2016,KEITH,161.7
2015,KEITH,158.3
2014,KEITH,167.9
2013,KEITH,147.5
2012,KEITH,142.4
2011,KEITH,139.7
2010,KEITH,149.4
2009,KEITH,162.4
2008,KEITH,158.0
2007,KEITH,161.9
2006,KEITH,152.0
2005,KEITH,150.3
2024,LINCOLN,213.7
2023,LINCOLN,189.7
2022,LINCOLN,165.6
2021,LINCOLN,191.9
2020,LINCOLN,155.4
2019,LINCOLN,177.5
2018,LINCOLN,182.6
2017,LINCOLN,168.4
2016,LINCOLN,168.1
2015,LINCOLN,185.0
2014,LINCOLN,178.7
2013,LINCOLN,157.5
2012,LINCOLN,171.3
2011,LINCOLN,157.7
2010,LINCOLN,171.6
2009,LINCOLN,173.7
2008,LINCOLN,166.0
2007,LINCOLN,160.6
2006,LINCOLN,163.0
2005,LINCOLN,159.0
2021,PERKINS,136.9
2020,PERKINS,114.7
2019,PERKINS,123.8
2018,PERKINS,148.9
2017,PERKINS,137.5
2016,PERKINS,141.4
2015,PERKINS,144.6
2014,PERKINS,150.8
2013,PERKINS,114.1
2012,PERKINS,112.2
2011,PERKINS,117.3
2010,PERKINS,129.8
2009,PERKINS,137.6
2008,PERKINS,148.0
2007,PERKINS,145.3
2006,PERKINS,147.1
2005,PERKINS,141.1
2024,RED WILLOW,150.2
2022,RED WILLOW,125.7
2021,RED WILLOW,145.6
2020,RED WILLOW,138.3
2019,RED WILLOW,155.9
2016,RED WILLOW,141.8
2015,RED WILLOW,145.5
2014,RED WILLOW,122.5
2013,RED WILLOW,77.0
2012,RED WILLOW,102.9
2011,RED WILLOW,119.0
2010,RED WILLOW,145.5
2009,RED WILLOW,158.9
2008,RED WILLOW,139.0
2007,RED WILLOW,137.3
2006,RED WILLOW,106.2
2005,RED WILLOW,117.4
2019,OTHER (COMBINED) COUNTIES,180.3
2017,OTHER (COMBINED) COUNTIES,175.4
2024,ADAMS,219.4
2023,ADAMS,204.5
2022,ADAMS,199.7
2021,ADAMS,228.7
